Date,Open,High,Low,Close,Volume
2012-12-05,7575.63,7650.12,7567.46,7649.05,3156289792
2012-12-06,7660.97,7673.62,7616.79,7623.26,2726101504
2012-12-07,7640.25,7672.92,7631.63,7642.26,2367476480
2012-12-10,7658.39,7669.05,7603.25,7609.5,1891062272
2012-12-11,7621,7630.66,7556.67,7613.69,2264502272
2012-12-12,7653.9,7696.02,7645.54,7690.19,2237054976
2012-12-13,7713.69,7757.09,7699.41,7757.09,2983206912
2012-12-14,7722.88,7723.74,7686.32,7698.77,2683577344
2012-12-17,7664.97,7683.32,7603.51,7631.28,2268913920
2012-12-18,7620.29,7643.74,7616.04,7643.74,2023442048
2012-12-19,7671.13,7685.63,7647.01,7677.47,2522743552
2012-12-20,7646.13,7646.13,7574.56,7595.46,2302402560
2012-12-21,7592.57,7608.81,7491.52,7519.93,2346598400
2012-12-24,7542.66,7566.09,7520.62,7535.52,1629133824
2012-12-25,7556.24,7654.6,7543.83,7636.57,1881737856
2012-12-26,7646.51,7683.09,7633.83,7634.19,1994402176
2012-12-27,7634.8,7661.01,7622.73,7648.41,1813438976
2012-12-28,7700.87,7708.31,7665.04,7699.5,2003662208
2013-01-02,7738.05,7793.48,7715.26,7779.22,2216550656
2013-01-03,7826.34,7855.16,7815.29,7836.84,2991848192
2013-01-04,7818.27,7818.27,7773.06,7805.99,2718047232
2013-01-07,7797.05,7797.05,7725.47,7755.09,2441817344
2013-01-08,7737.07,7751.8,7692.98,7721.66,2223378176
2013-01-09,7726.4,7763.97,7703.23,7738.64,2499661312
2013-01-10,7780.98,7825.06,7760.09,7811.64,3356305408
2013-01-11,7843.57,7845.36,7801.69,7819.15,2431259648
2013-01-14,7795.68,7823.97,7731.32,7823.97,2174941696
2013-01-15,7823.51,7823.51,7744.39,7765.02,2542524928
2013-01-16,7766.09,7769.18,7700.43,7700.43,2292549632
2013-01-17,7748.57,7774.97,7603.27,7616.64,3078375168
2013-01-18,7697.28,7732.87,7676.11,7732.87,2202157312
2013-01-21,7725.36,7738.75,7674.18,7724.92,1527703424
2013-01-22,7746.79,7759.47,7699.42,7759.1,1601299328
2013-01-23,7773.2,7773.2,7730.1,7744.18,1678007680
2013-01-24,7717.04,7724.38,7653.94,7695.99,1889660288
2013-01-25,7695.25,7704.31,7637.2,7672.58,1727346944
2013-01-28,7685.67,7717.35,7685.67,7714.67,1679667584
2013-01-29,7751.51,7802,7739.89,7802,1940010112
2013-01-30,7832.95,7847.21,7804.71,7832.98,2287460864
2013-01-31,7832.87,7850.02,7800.9,7850.02,2223247616
2013-02-01,7853.75,7866.22,7832.95,7855.97,1932266880
2013-02-04,7882.76,7929.97,7880.29,7923.16,2729820928
2013-02-05,7896.67,7896.67,7864.57,7886.94,2361463040
2013-02-06,7925.26,7941.65,7906.65,7906.65,2608027904
2013-02-18,8000.69,8005.73,7927.95,7943.53,2625888256
2013-02-19,7974.4,7974.4,7946.63,7960.88,2351174400
2013-02-20,8021.31,8029.1,7995.16,8029.1,3043051776
2013-02-21,8020.52,8020.52,7957.46,7957.46,2348321536
2013-02-22,7947.88,7970.24,7913.16,7947.72,2332054528
2013-02-23,7979.15,7997.94,7965.89,7986.89,1847484032
2013-02-25,7986.89,7991.56,7947.68,7947.68,2177179136
2013-02-26,7891.41,7927.49,7871.23,7880.9,1957500288
2013-02-27,7886.03,7912.85,7873.29,7897.98,1942232704
2013-03-01,7917.72,7964.63,7917.72,7964.63,2141066240
2013-03-04,7966.22,7966.22,7849.52,7867.34,2308748800
2013-03-05,7910.44,7939.85,7882.56,7932.71,2267257856
2013-03-06,7958.11,7982.39,7936.86,7950.3,2420205312
2013-03-07,7950.9,7984.29,7942.37,7960.51,2288533760
2013-03-08,7981,8029.14,7981,8015.14,2779703040
2013-03-11,8021.88,8089.21,8001.85,8038.72,2918701824
2013-03-12,8039,8063.23,7986.59,7994.71,2776001792
2013-03-13,8018.9,8047.56,7962.42,7995.51,2289220352
2013-03-14,8002.42,8002.71,7946.86,7951.76,2168054016
2013-03-15,7989.67,7999.92,7924.94,7927.49,2563033344
2013-03-18,7886.69,7888.16,7807.61,7811.34,2063486720
2013-03-19,7843.47,7863.77,7823.81,7838.47,1834408576
2013-03-20,7830.22,7843.52,7786.67,7798.03,1976568448
2013-03-21,7828.95,7843.16,7811.84,7811.84,1729888896
2013-03-22,7811.52,7832.59,7796.22,7796.22,1751609088
2013-03-25,7862.58,7877.05,7854.47,7856.12,1818102400
2013-03-26,7873.7,7876.68,7845.56,7856.36,1863753088
2013-03-27,7872.75,7894.26,7857.32,7894.12,1870113536
2013-03-28,7905.71,7905.71,7844.84,7866.88,1840575872
2013-03-29,7904.5,7929.8,7883.81,7918.61,1607336960
2013-04-01,7934.25,7937.73,7896.57,7899.24,1577278208
2013-04-02,7897.16,7924.46,7879.85,7913.18,1658242688
2013-04-03,7949.12,7954.15,7913.77,7942.35,1962060032
2013-04-08,7831.22,7843.1,7747.47,7752.79,2663708672
2013-04-09,7772.95,7781.13,7714.93,7728.54,1985854336
2013-04-10,7788.58,7772.95,7739.99,7752.8,1801946880
2013-04-11,7861.12,7857.98,7788.58,7857.98,1951035136
2013-04-12,7861.12,7864.86,7810.54,7821.63,1750652544
2013-04-15,7690.91,7835.12,7753.24,7763.53,1675930240
2013-04-16,7822.81,7801.05,7688.62,7801.05,1637250688
2013-04-17,7781.48,7822.81,7791.53,7809.07,1958923520
2013-04-18,7781.48,7826.13,7757.33,7791.35,1859260032
2013-04-19,7868.9,7933.72,7862.92,7930.8,2102414976
2013-04-22,7955.92,7996.55,7950.01,7970.38,2036314496
2013-04-23,7977.4,7968.79,7913.6,7942.77,1998365696
2013-04-24,8015.38,8025.45,7968.28,8023.71,2499090176
2013-04-25,8034.47,8026.46,7994.19,8021.75,2004339712
2013-04-26,8034.47,8081.37,8020.47,8022.06,2311200256
2013-04-29,8065.92,8046.22,8014.27,8029.74,1967585408
2013-04-30,8065.92,8115.59,8065.92,8093.66,2457707264
2013-05-02,8111.43,8139.49,8095.7,8128.51,2242998272
2013-05-03,8157.51,8175.33,8121.07,8135.03,2162180608
2013-05-06,8188.48,8197.52,8153.96,8169.05,2031213824
2013-05-07,8177.58,8181.8,8145.1,8163.06,1927593728
2013-05-08,8177.94,8284.09,8177.94,8267.09,2548421888
2013-05-09,8314.37,8322.69,8279.46,8285.89,2468083712
2013-05-10,8284.38,8297.33,8258.62,8280.26,2329198848
2013-05-13,8285.45,8296.54,8230.65,8248.32,2060461568
2013-05-14,8272.2,8295.41,8233.98,8251.82,2082670848
2013-05-15,8264.1,8320.32,8251.51,8318.59,2418025216
2013-05-16,8362.49,8414.88,8346.45,8390.05,3499879424
2013-05-17,8377.26,8402.34,8356.79,8368.19,2588706304
2013-05-20,8364.95,8385.68,8347.33,8377.05,2158523392
2013-05-21,8381.36,8420.68,8361.96,8383.05,2722516736
2013-05-22,8414.06,8439.15,8376.21,8398.84,3078641152
2013-05-23,8367.85,8373.09,8235.5,8237.83,3652027136
2013-05-24,8273.21,8277.56,8172.54,8209.78,2528318720
2013-05-27,8218.88,8280.1,8210.32,8280.1,2005783680
2013-05-28,8289.15,8303.71,8261.54,8263.05,2080796800
2013-05-29,8303.2,8344.21,8303.2,8337.9,2556619520
2013-05-30,8316.97,8316.97,8228.8,8243.29,2551715584
2013-05-31,8318.77,8334.44,8237.08,8254.8,3667910144
2013-06-03,8177.97,8225.79,8149.45,8201.02,2201231360
2013-06-04,8243.22,8250.17,8180.39,8191.22,2237930240
2013-06-05,8195.52,8216.31,8161.1,8181.91,2302080768
2013-06-06,8135.56,8162.25,8088.31,8096.14,2365211136
2013-06-07,8113.95,8146.78,8071.98,8095.2,2555243008
2013-06-10,8161.51,8190.87,8142.71,8160.55,1710156032
2013-06-11,8178.95,8178.95,8116.15,8116.15,1836809728
2013-06-13,8041.5,8057.33,7951.66,7951.66,2298280448
2013-06-14,7978.75,7989.19,7912.37,7937.74,2131776512
2013-06-17,7953.65,7999.43,7940.72,7992.89,1528220288
2013-06-18,7994.81,8024.95,7955.74,8011.02,1735526144
2013-06-19,8033.32,8056.19,8005.57,8007.39,1829348480
2013-06-20,7952.36,7962.76,7890.93,7898.91,2201823488
2013-06-21,7778.84,7815.79,7739.09,7793.31,3308342016
2013-06-24,7788.45,7815.1,7744.49,7758.03,2213507840
2013-06-25,7750.34,7792.27,7663.23,7663.23,2397011968
2013-06-26,7789.34,7821.14,7742.2,7784.8,2486434304
2013-06-27,7841.32,7884.13,7834.33,7883.9,2463655168
2013-06-28,7928.54,8062.21,7891.06,8062.21,2319445504
2013-07-01,8011.95,8063.47,7974.15,8036,2110852224
2013-07-02,8061.84,8064.12,8012.79,8015.86,2013576704
2013-07-03,7991.53,7995.3,7899.08,7911.42,2336326656
2013-07-04,7919.26,7927.08,7877.06,7893.72,1827970688
2013-07-05,7932.3,8018.93,7926.35,8001.82,1936240384
2013-07-08,7980.11,7992.16,7885,7886.34,1829130368
2013-07-09,7891.53,7975.64,7891.37,7971.18,1772780160
2013-07-10,7974.99,8057.92,7974.99,8011.69,2316655872
2013-07-11,8080.97,8179.54,8080.97,8179.54,2788129792
2013-07-12,8187.86,8220.49,8169.92,8220.49,2302491904
2013-07-15,8178.26,8254.68,8175.55,8254.68,2228308224
2013-07-16,8243.62,8260.11,8222.17,8260.11,2546041856
2013-07-17,8239.1,8260.25,8208.71,8258.95,2764049664
2013-07-18,8238.28,8265.7,8181.99,8194.88,2629837824
2013-07-19,8117.94,8139.81,8046.7,8062.03,2576694528
2013-07-22,8092.03,8137.37,8092.03,8105.45,1981184256
2013-07-23,8152.72,8220.89,8145.09,8214.65,2677603328
2013-07-24,8222.85,8233.1,8172.23,8196.19,2288108288
2013-07-25,8173.19,8203.49,8140.41,8163.58,2138985088
2013-07-26,8188.36,8222.82,8135.73,8149.4,1855323264
2013-07-29,8146.14,8163.89,8074.29,8084.5,1605472768
2013-07-30,8113.17,8176.74,8112.91,8163.55,1822243200
2013-07-31,8163.44,8170.57,8107.6,8107.94,2125261696
2013-08-01,8110.73,8113.4,8056.22,8056.22,2079175552
2013-08-02,8114.51,8162.91,8087.1,8099.88,2368250880
2013-08-05,8104.2,8143.44,8075.99,8138.63,1921574656
2013-08-06,8129.85,8129.85,8028.93,8038.91,2150049536
2013-08-07,7993.57,7993.57,7921.29,7921.29,2135363456
2013-08-08,7910.2,7932.35,7894.18,7907.67,2091253376
2013-08-09,7955,7955,7853.97,7856.14,2061965824
2013-08-12,7878.22,7908.68,7862.04,7903.38,1780090112
2013-08-13,7935.79,7986.27,7935.79,7986.27,2039818752
2013-08-14,7978.74,7981.56,7926.23,7951.33,2119040512
2013-08-15,7903.01,7916.02,7850.27,7887.26,2325843456
2013-08-16,7854.68,7949.43,7850.49,7925,2106327552
2013-08-19,7937.45,7944.74,7888.87,7900.21,1912450944
2013-08-20,7896.38,7924.52,7829.78,7832.65,2118285056
2013-08-22,7779.44,7825.56,7737.33,7814.38,2329807872
2013-08-23,7863.73,7895.13,7845.92,7873.31,1991461504
2013-08-26,7906.52,7913.74,7874.05,7894.97,1611106688
2013-08-27,7875.93,7895.23,7820.84,7820.84,1901833984
2013-08-28,7776.87,7834.11,7761.76,7824.54,1696651904
2013-08-29,7841.99,7931.05,7841.99,7917.66,1833348864
2013-08-30,7949.99,8021.89,7936.82,8021.89,2120172928
2013-09-02,8010.15,8052.71,7993.13,8038.86,1836487936
2013-09-03,8095.66,8102.66,8067.62,8088.37,2155390720
2013-09-04,8066.67,8094.12,8041.49,8083.44,2049913216
2013-09-05,8109.24,8169.1,8107.22,8169.1,2486833920
2013-09-06,8180.53,8182.56,8155.5,8164.2,2475847680
2013-09-09,8176.47,8192.11,8117.87,8192.11,2180308992
2013-09-10,8217.21,8238.91,8155.87,8208.77,2410950656
2013-09-11,8174.54,8208.99,8137.07,8208.99,2181367808
2013-09-12,8180.38,8226.61,8177.03,8225.36,2186834432
2013-09-13,8210.15,8228.67,8162.14,8168.2,1649594368
2013-09-16,8189.61,8255.34,8189.61,8255.34,1905619456
2013-09-17,8241.03,8249.78,8218.94,8249.78,1647795712
2013-09-18,8248.18,8263.05,8209.18,8209.18,1880608640
2013-09-23,8226.8,8293.03,8221.34,8292.83,2317415168
2013-09-24,8295.5,8310.94,8265.55,8299.12,2320986624
2013-09-25,8283.6,8285.28,8253.43,8283.9,2309376768
2013-09-26,8290.1,8290.1,8184.68,8184.68,2084059648
2013-09-27,8222.13,8244.86,8207.72,8230.68,2359376384
2013-09-30,8174.86,8204.4,8137.11,8173.87,2044686848
2013-10-01,8173.99,8222.38,8172.79,8187.02,2036118912
2013-10-02,8215.96,8228.81,8204.34,8216.52,2514635776
2013-10-03,8231.68,8376.79,8231.68,8359.02,3293785088
2013-10-04,8345.82,8376.06,8336.61,8364.55,2591932672
2013-10-07,8354.91,8361.5,8323.79,8333.66,2803230208
2013-10-08,8340.33,8375.65,8311.59,8375.65,2670899456
2013-10-09,8352.25,8378.37,8330.79,8344.73,2629018624
2013-10-11,8407.45,8433.53,8349.37,8349.37,2646856704
2013-10-14,8339.99,8343.65,8269.16,8273.96,2297753856
2013-10-15,8320.48,8368.02,8320.48,8367.88,2304137216
2013-10-16,8384.03,8384.03,8332.18,8332.18,2094908416
2013-10-17,8390.88,8415.16,8364.89,8374.68,2288790016
2013-10-18,8416.33,8441.19,8390.32,8441.19,2350045440
2013-10-21,8456.68,8459.3,8400.06,8419.32,2016793216
2013-10-22,8407.62,8425.31,8376.27,8418.27,1959318016
2013-10-23,8419.8,8438.95,8380.15,8393.62,1934247936
2013-10-24,8364.45,8413.72,8346.52,8413.72,1697183104
2013-10-25,8380.31,8390.25,8322.15,8346.62,1992368000
2013-10-28,8365.43,8414.81,8348.42,8407.83,1734551808
2013-10-29,8394.85,8432.9,8380.21,8420.98,1840389888
2013-10-30,8429.4,8465.06,8419.21,8465.06,2075540480
2013-10-31,8437.76,8469.58,8424.47,8450.06,2286338816
2013-11-01,8474.47,8476.63,8378.94,8388.18,2158342656
2013-11-04,8371.83,8371.83,8333.63,8354.14,2088818944
2013-11-05,8354.92,8372.8,8262.2,8262.2,2308677888
2013-11-06,8275.07,8297.57,8232.5,8281.97,2273713152
2013-11-07,8298.06,8298.06,8250.72,8283.71,2195262464
2013-11-08,8235.3,8266.72,8216.33,8229.59,1878227968
2013-11-11,8228.9,8242.41,8168.92,8182.56,1879231744
2013-11-12,8233.62,8233.62,8160.17,8195.26,2139424128
2013-11-13,8199.26,8199.26,8104.26,8104.26,1778324224
2013-11-14,8137.82,8161.7,8100.73,8134.91,2149041408
2013-11-15,8168.9,8210.1,8160.28,8177.12,1937623552
2013-11-18,8201.85,8226.61,8186.47,8191.46,1762605312
2013-11-19,8215,8260.82,8215,8260.21,2017944832
2013-11-20,8250.31,8262.91,8204.46,8204.46,1956020864
2013-11-21,8197.86,8203.45,8093.82,8099.45,1831614080
2013-11-22,8107.98,8142.72,8107.98,8116.78,1582360704
2013-11-25,8182.9,8217.62,8182.9,8187.51,1912136320
2013-11-26,8200.7,8281.38,8187.28,8248.02,2667997184
2013-11-27,8287.63,8312.32,8279.51,8295.88,2046415872
2013-11-28,8320.65,8377.81,8320.65,8362.43,2360277504
2013-11-29,8374.14,8414.79,8365.32,8406.83,2167642112
2013-12-02,8429.24,8437.13,8391.82,8414.61,1702834048
2013-12-03,8407.74,8418.23,8390.73,8392.55,1886576000
2013-12-04,8379.44,8435.23,8375.79,8418,2104291200
2013-12-05,8430.53,8437.6,8362.39,8375.54,1958854784
2013-12-06,8372.61,8410.19,8361.99,8367.72,1841469568
2013-12-09,8439.76,8477.87,8433.81,8444.62,2044050560
2013-12-10,8451.81,8459.49,8421.59,8443.39,1834761472
2013-12-11,8450.96,8501.77,8413.52,8433.77,2112412032
2013-12-12,8405.62,8406.93,8361.33,8361.33,1617232384
2013-12-13,8355.01,8391.82,8346.83,8376.94,1801683968
2013-12-16,8368.83,8374.21,8313.87,8313.87,1732908672
2013-12-17,8351.98,8384.26,8351.98,8352.93,1832700928
2013-12-18,8361.75,8375.52,8333.31,8349.04,1838645632
2013-12-19,8400.39,8426.08,8378.78,8407.4,2028574848
2013-12-20,8400.21,8439.37,8392.38,8408.53,1966769664
2013-12-23,8441.16,8477.47,8441.16,8456.46,2092459904
2013-12-24,8473.02,8478.09,8450.49,8450.49,1690260096
2013-12-25,8461.49,8484.05,8457.87,8467.76,1710871168
2013-12-26,8467.73,8492.71,8465.85,8485.89,1627989504
2013-12-27,8490.73,8543.5,8488.44,8535.04,1996277376
2013-12-30,8552.13,8623.43,8552.13,8623.43,2366532096
2013-12-31,8636.5,8647.24,8593.75,8611.51,2319452672
2014-01-02,8618.6,8632.81,8587.54,8612.54,2555458816
2014-01-03,8584.74,8584.74,8537.86,8546.54,2574856704
2014-01-06,8553,8568.24,8488.64,8500.01,2667874816
2014-01-07,8515.36,8547.19,8512.3,8512.3,2620676608
2014-01-08,8548.61,8587.08,8548.61,8556.01,3248430080
2014-01-09,8555.8,8569.11,8506.02,8514.68,3849522432
2014-01-10,8559.18,8559.18,8521.5,8529.35,2754824448
2014-01-13,8587.49,8607.23,8558.96,8566.2,2685155072
2014-01-14,8545.46,8568.31,8523.46,8548.14,2310669312
2014-01-15,8567.81,8619.56,8567.81,8602.55,2950810368
2014-01-16,8653.54,8668.95,8610.24,8612.11,2857548032
2014-01-17,8628.49,8628.86,8580.49,8596,2471094272
2014-01-20,8595.59,8636.21,8584.5,8621.56,2309342208
2014-01-21,8639.71,8650.14,8599.9,8599.9,2499688448
2014-01-22,8598.98,8633.57,8596.99,8625.3,2180274432
2014-01-23,8644.56,8647.87,8595.1,8595.1,2082606592
2014-01-24,8581.49,8608.64,8577.14,8598.31,1963419264
2014-01-27,8519.48,8519.48,8442.19,8462.57,2638621952
2014-02-05,8290.17,8313.83,8230.46,8264.48,3206336512
2014-02-06,8286.16,8333.56,8284.77,8311.01,2575042048
2014-02-07,8383.99,8409.03,8356.93,8387.35,2463560448
2014-02-10,8416.42,8447.02,8391.95,8391.95,2084971264
2014-02-11,8413.86,8439.33,8401.54,8430.56,1991783808
2014-02-12,8471.51,8510.87,8471.51,8510.87,2438168576
2014-02-13,8506.22,8511.02,8467.7,8467.7,2143912704
2014-02-14,8524.54,8566.99,8508.24,8513.68,2384009728
2014-02-17,8537.83,8558.5,8512.6,8519.55,1916029056
2014-02-18,8530.81,8556.23,8506.06,8556.23,1935450368
2014-02-19,8565.06,8577.01,8543.15,8577.01,2245084416
2014-02-20,8555.27,8567.5,8513.08,8524.62,2436322816
2014-02-21,8571.29,8612.08,8571.29,8601.86,2629621504
2014-02-24,8608.64,8612.21,8541.65,8560.61,2496480512
2014-02-25,8585.1,8598.73,8564.51,8575.62,2439284224
2014-02-26,8565.65,8626.68,8563.87,8600.86,2634173440
2014-02-27,8632.54,8647.9,8615.41,8639.58,2569258240
2014-03-03,8628.05,8628.05,8545.24,8601.98,2601788416
2014-03-04,8579.95,8595.59,8554.54,8554.54,2403454464
2014-03-05,8630.84,8652.22,8630.84,8632.93,2523706624
2014-03-06,8664.55,8719.17,8663.1,8713.79,2791471104
2014-03-07,8755.85,8787.62,8698.6,8713.96,3159513088
2014-03-10,8706.01,8712.88,8651.54,8665.24,2144245760
2014-03-11,8700.74,8716.31,8684.63,8702.33,2248773376
2014-03-12,8671.67,8684.73,8651.99,8684.73,2270259456
2014-03-13,8746.37,8768.66,8732.15,8747.79,2730480640
2014-03-14,8699.02,8709.56,8677.81,8687.63,2276079616
2014-03-17,8700.85,8708.4,8662.49,8700.1,2265803776
2014-03-18,8750.6,8759.55,8713.51,8731.94,2521866240
2014-03-19,8749.8,8749.8,8682.75,8689.46,2400503296
2014-03-20,8633.59,8633.59,8580.4,8597.33,2412791808
2014-03-21,8634.29,8637.83,8562.57,8577.17,2501989888
2014-03-24,8542.49,8605.38,8508.01,8605.38,1999572096
2014-03-25,8591.08,8689.3,8591.08,8689.3,2061888768
2014-03-26,8736.7,8746.71,8717.79,8737.27,2328594944
2014-03-27,8735.2,8780.42,8723.82,8779.57,2429075200
2014-03-28,8779.91,8812.41,8751.07,8774.64,2335406592
2014-03-31,8802.62,8849.28,8769.97,8849.28,2082814592
2014-04-01,8847.34,8873.15,8826.16,8873.15,2317309184
2014-04-02,8906.52,8922.79,8883.14,8905.45,2485622528
2014-04-03,8902.94,8913.74,8871.16,8888.54,2625023744
2014-04-07,8838.6,8876.44,8828.59,8876.44,2377006592
2014-04-08,8878.88,8899.12,8860.7,8888.25,2123272320
2014-04-09,8915.39,8936.57,8912.82,8930.57,2377644288
2014-04-10,8972.47,8978.52,8898.3,8948.1,2812040192
2014-04-11,8900.13,8909.97,8848.24,8908.05,2310541568
2014-04-14,8897.23,8899.51,8852.66,8857.42,1798993792
2014-04-15,8898.65,8918.94,8889.44,8916.71,2101872384
2014-04-16,8921.07,8968.56,8894.29,8923.82,2188563200
2014-04-17,8942.23,8962.66,8921.56,8944.16,2308990976
2014-04-18,8994.77,9002.7,8945.56,8966.66,1878707840
2014-04-21,8959.43,8965.58,8938.47,8951.19,1848492672
2014-04-22,8956.67,8989.06,8955.19,8974.71,2222797824
2014-04-23,9009.59,9022.28,8947.86,8956.92,2653396480
2014-04-24,8968.82,8971.94,8926.55,8945.45,2419790848
2014-04-25,8945.81,8951.06,8749.51,8774.12,3401709824
2014-04-28,8680.14,8825.93,8671.65,8809.71,2370654720
2014-04-29,8847.3,8884.48,8833.37,8872.11,2100708992
2014-04-30,8885.7,8890.09,8791.44,8791.44,2494768128
2014-05-02,8851.76,8875.9,8839.92,8867.32,2143623040
2014-05-05,8898.5,8911.08,8844.45,8870.43,1985119104
2014-05-06,8890.82,8927.39,8853.72,8912.39,2322477824
2014-05-07,8903.72,8911.03,8856.98,8893.22,2390574080
2014-05-08,8925.21,8941.46,8891.74,8930.9,2491779072
2014-05-09,8943.14,8945.63,8878.32,8889.69,2456552704
2014-05-12,8896.7,8898.31,8803.43,8808.61,2099340800
2014-05-13,8865.61,8886.66,8809.06,8817.94,2187142400
2014-05-14,8845.42,8875.16,8812.19,8875.16,2122718208
2014-05-15,8852.92,8880.65,8839.44,8880.65,1728674944
2014-05-16,8857.12,8896.72,8816.92,8888.45,1818352000
2014-05-19,8901.54,8912.35,8877.46,8899.9,1890461312
2014-05-20,8919.14,8930.79,8887.79,8887.79,1767013376
2014-05-21,8894.16,8905.04,8848.98,8862.42,1678650624
2014-05-22,8899.82,8969.63,8899.82,8969.63,2060708736
2014-05-23,8960.79,9008.22,8960.79,9008.22,2263023872
2014-05-26,9040.49,9053.75,9026.77,9036.12,2270637824
2014-05-27,9045.08,9059.19,9035.69,9055.29,2078435584
2014-05-28,9072.04,9125.14,9069.89,9121.71,2549203456
2014-05-29,9123.46,9131.66,9093.57,9109,2387928320
2014-05-30,9130.66,9139.57,9075.91,9075.91,3520328704
2014-06-03,9105.43,9128.34,9070.45,9123.46,2396958976
2014-06-04,9130.36,9140.55,9114.18,9119.96,2628250112
2014-06-05,9127.56,9140.72,9094.13,9140.72,2810230272
2014-06-06,9167.83,9174.77,9122.56,9134.46,2883637248
2014-06-09,9159.88,9166.58,9138.93,9162.74,2600787456
2014-06-10,9181.9,9222.37,9171.75,9222.37,2543936000
2014-06-11,9218.5,9229.8,9204.76,9229.8,2480594688
2014-06-12,9209.99,9220.89,9186.79,9204.65,2655515392
2014-06-13,9188.82,9207.74,9171.51,9196.39,2381278720
2014-06-16,9196.23,9214.19,9179.56,9202.93,2495152384
2014-06-17,9223.02,9249.87,9200.86,9240.6,2539212032
2014-06-18,9257.65,9316.64,9204.35,9279.93,3066222848
2014-06-19,9288.69,9324.4,9283.38,9316.81,2303302912
2014-06-20,9330.35,9339.83,9273.79,9273.79,2272130048
2014-06-23,9293.06,9302.65,9225.73,9228.35,2760979968
2014-06-24,9232.35,9276.24,9232.35,9246.2,1959900544
2014-06-25,9250.13,9255.87,9229.8,9242.16,2018900096
2014-06-26,9281.37,9320.94,9271.35,9320.94,2798425856
2014-06-27,9316.89,9330.95,9303.57,9306.83,2286624768
2014-06-30,9332.44,9393.07,9327.89,9393.07,2615932928
2014-07-01,9388.47,9463.06,9374.28,9441.92,3030022912
2014-07-02,9482,9547.05,9421.87,9484.96,4165909760
2014-07-03,9468.78,9538.65,9449.78,9526.23,2959713024
2014-07-04,9525.93,9550.11,9482.94,9510.05,3000716032
2014-07-07,9497.27,9520.2,9454.67,9520.2,3007621120
2014-07-08,9515.18,9540.57,9499.17,9530.98,2928181248
2014-07-09,9510,9522.99,9478.76,9489.98,2732283136
2014-07-10,9512.89,9568.75,9512.89,9565.12,3549101312
2014-07-11,9561.71,9591.27,9478.07,9495.84,3414638336
2014-07-14,9501.91,9545.99,9488.12,9520.3,2855129600
2014-07-15,9569.97,9593.68,9547.94,9569.17,3023944960
2014-07-16,9570.33,9574.13,9471.65,9484.73,3108115200
2014-07-17,9420.11,9461.86,9373.87,9408.24,2982440448
2014-07-18,9335.38,9421.34,9335.38,9400.97,2358886400
2014-07-21,9450.99,9480.14,9426.3,9440.97,2288453376
2014-07-22,9453.23,9499.36,9420.21,9499.36,2352702208
2014-07-24,9528.81,9538.07,9483.52,9527.54,2757085184
2014-07-25,9519.99,9528.7,9412.48,9439.29,2579273728
2014-07-28,9415.9,9460.43,9385.56,9420.18,2579449344
2014-07-29,9462.58,9483.75,9357.32,9391.88,3564426496
2014-07-30,9408.54,9456.03,9398.82,9447.02,2572840960
2014-07-31,9438.97,9438.97,9313.87,9315.85,2551768320
2014-08-01,9223.75,9274.64,9201.83,9266.51,2516832512
